cam_cosine_similarity,cam_top_region_iou,foreground_energy_delta,foreground_saliency_iou_delta,pointing_game_delta,same_prediction,sample
0.9221112132072449,0.5931423306465149,0.076565682888031,0.132773756980896,0.0,1,0
0.8572085499763489,0.6302794218063354,0.07220375537872314,0.026884078979492188,0.0,0,1
